id,number,street,city,state,postalCode,price
128,6,Monica,Oceanside,California,92056,$298309.89
129,9,Gina,Phoenix,Arizona,85072,$261844.47
130,01168,Thompson,Rockville,Maryland,20851,$333587.51
131,5227,Hauk,Louisville,Kentucky,40287,$106627.08
132,08,Golf View,Laredo,Texas,78044,$260318.23
133,3492,Debra,Dallas,Texas,75310,$392047.47
134,9,Kinsman,Oakland,California,94616,$470650.47
135,02533,Grasskamp,Huntington,West Virginia,25716,$294179.42
136,1,Blaine,South Bend,Indiana,46620,$146054.42
137,91439,North,Berkeley,California,94712,$276007.04
138,5145,Eastwood,Huntsville,Texas,77343,$416785.03
139,357,Surrey,Chicago,Illinois,60652,$391498.38
140,14245,Forest Run,Green Bay,Wisconsin,54313,$448364.59
141,4,Arapahoe,Abilene,Texas,79699,$409342.41
142,0,Oriole,Jacksonville,Florida,32230,$271911.38
143,220,Kinsman,Boston,Massachusetts,02216,$310009.92
144,704,Old Shore,Roanoke,Virginia,24024,$241883.85
145,62,Daystar,Saint Louis,Missouri,63110,$420666.28
146,9075,Maple,Shawnee Mission,Kansas,66210,$319355.56
147,3,Evergreen,Carson City,Nevada,89706,$357823.96
148,6129,Sunnyside,Denver,Colorado,80209,$131301.99
149,352,Kenwood,Houston,Texas,77080,$298068.18
150,03648,Roxbury,Bronx,New York,10469,$470355.91
151,69376,Merry,Pittsburgh,Pennsylvania,15250,$105144.02
152,3143,Daystar,Allentown,Pennsylvania,18105,$355461.82
153,23530,Florence,York,Pennsylvania,17405,$358788.61
154,3,West,Dallas,Texas,75246,$329412.24
155,3,Clove,El Paso,Texas,88589,$55005.12
156,050,Menomonie,Plano,Texas,75074,$51207.06
157,2,Westend,Naples,Florida,34102,$136697.71
158,035,Pearson,Atlanta,Georgia,30358,$291284.60
159,8,Scott,Nashville,Tennessee,37240,$462308.42
160,7633,Anderson,Boca Raton,Florida,33487,$236350.28
161,08,Mallard,Little Rock,Arkansas,72215,$164364.35
162,8,Bunting,Chesapeake,Virginia,23324,$355027.31
163,5,Johnson,Pueblo,Colorado,81010,$457026.91
164,52306,Oneill,Minneapolis,Minnesota,55402,$124523.89
165,5532,Becker,Washington,District of Columbia,20319,$219410.98
166,54147,Jay,Colorado Springs,Colorado,80910,$476668.71
167,7582,Stuart,Bronx,New York,10454,$94608.58
168,893,Cascade,Sacramento,California,95894,$186521.14
169,26717,Jana,Detroit,Michigan,48206,$449025.36
170,1,Emmet,Richmond,Virginia,23228,$236433.18
171,4,Truax,Los Angeles,California,90040,$477705.15
172,10,Shoshone,Fort Worth,Texas,76115,$386598.53
173,260,Sage,Anchorage,Alaska,99507,$330772.45
174,456,Artisan,Las Vegas,Nevada,89150,$339236.42
175,79,Stone Corner,New York City,New York,10004,$176645.56
176,97,Merrick,Cincinnati,Ohio,45223,$172592.38
177,886,Brown,Denver,Colorado,80228,$289777.24
178,0,Onsgard,Houston,Texas,77045,$137958.00
179,92474,Becker,Washington,District of Columbia,20010,$274408.43
180,33,Lillian,Tyler,Texas,75705,$72544.02
181,3,Jana,Fort Myers,Florida,33913,$180035.51
182,5,Carey,Springfield,Massachusetts,01105,$212285.62
183,962,Del Sol,Pueblo,Colorado,81005,$112562.31
184,857,Elka,Aiken,South Carolina,29805,$384509.38
185,0416,Mosinee,Evanston,Illinois,60208,$418932.79
186,80829,Dahle,Richmond,Virginia,23220,$114674.17
187,9,West,El Paso,Texas,88584,$245693.80
188,36239,Butternut,Pittsburgh,Pennsylvania,15205,$396487.26
189,44316,Dunning,Richmond,Virginia,23213,$102538.52
190,1435,Ramsey,Detroit,Michigan,48211,$115060.46
191,56048,Bashford,North Little Rock,Arkansas,72118,$98675.36
192,674,Birchwood,Macon,Georgia,31205,$229263.94
193,352,Harbort,Clearwater,Florida,34620,$289718.22
194,71891,Bartelt,New Haven,Connecticut,06538,$353277.63
195,2187,Glacier Hill,El Paso,Texas,88541,$151090.62
196,69,Lotheville,Charleston,West Virginia,25326,$194297.36
197,10,Longview,Kansas City,Kansas,66105,$76818.89
198,1,Kennedy,Reno,Nevada,89505,$388504.31
199,8247,Gale,Conroe,Texas,77305,$107805.72
200,440,Charing Cross,Falls Church,Virginia,22047,$113659.74
201,384,Corben,South Lake Tahoe,California,96154,$423032.54
202,344,Express,Atlanta,Georgia,30340,$314701.70
203,8199,Pepper Wood,Mountain View,California,94042,$337825.43
204,01,Blue Bill Park,Johnstown,Pennsylvania,15906,$457731.62
205,729,Crest Line,Boca Raton,Florida,33432,$205072.34
206,50,Buhler,Houston,Texas,77223,$51808.26
207,55915,Arizona,Richmond,Virginia,23208,$336322.94
208,895,Sauthoff,Fort Smith,Arkansas,72916,$477416.19
209,91,Esker,Detroit,Michigan,48258,$367706.36
210,903,Pawling,Orlando,Florida,32891,$442027.44
211,565,Riverside,Springfield,Illinois,62723,$253192.78
212,52,Manufacturers,Akron,Ohio,44315,$215499.55
213,787,Jay,Sacramento,California,95828,$455285.25
214,146,Morrow,El Paso,Texas,88525,$152040.46
215,9,Ronald Regan,Birmingham,Alabama,35242,$114351.25
216,410,Fulton,Kansas City,Missouri,64199,$251702.51
217,24021,Rusk,Concord,California,94522,$195507.95
218,14852,Warrior,Huntington,West Virginia,25709,$256038.44
219,8327,Holmberg,Tucson,Arizona,85754,$137439.02
220,69,Hansons,Fort Wayne,Indiana,46896,$493500.35
221,4297,Boyd,Miami,Florida,33169,$351522.36
222,28384,Kedzie,New Haven,Connecticut,06510,$128024.75
223,437,Buhler,Philadelphia,Pennsylvania,19104,$203258.43
224,9,Delladonna,Cincinnati,Ohio,45223,$284593.44
225,37,Linden,Wilmington,Delaware,19892,$337088.94
226,3,Esch,Milwaukee,Wisconsin,53277,$354100.88
227,36625,Menomonie,Jefferson City,Missouri,65105,$429157.90
228,32114,Beilfuss,San Diego,California,92145,$292909.33
229,69,Novick,Hattiesburg,Mississippi,39404,$143401.58
230,216,Hovde,Bozeman,Montana,59771,$198010.51
231,56,Shoshone,Jamaica,New York,11407,$313082.50
232,6740,Iowa,El Paso,Texas,88546,$182591.33
233,3,Loomis,Las Vegas,Nevada,89160,$367007.98
234,3,Basil,Corpus Christi,Texas,78470,$135888.68
235,42028,Butternut,Grand Rapids,Michigan,49560,$129339.62
236,2279,Old Gate,Lakeland,Florida,33805,$207250.79
237,28,Judy,Chicago,Illinois,60657,$373881.50
238,0281,Manitowish,Pittsburgh,Pennsylvania,15220,$392038.42
239,9718,Porter,Biloxi,Mississippi,39534,$349176.62
240,7,New Castle,Modesto,California,95397,$154306.16
241,546,Artisan,Gadsden,Alabama,35905,$280280.10
242,216,Division,Roanoke,Virginia,24029,$89531.22
243,081,Melody,Arlington,Virginia,22234,$423838.43
244,635,Dennis,Pittsburgh,Pennsylvania,15266,$358792.74
245,0,Dunning,San Francisco,California,94110,$117680.72
246,0,Saint Paul,Washington,District of Columbia,56944,$118245.26
247,02583,Veith,Fort Worth,Texas,76134,$476984.57
248,970,Hollow Ridge,Sioux City,Iowa,51105,$224881.38
249,2,Maple,Eugene,Oregon,97405,$226492.64
250,9326,Duke,Vero Beach,Florida,32969,$166372.65
251,56,Express,Kansas City,Missouri,64199,$243542.55
252,0024,Hoard,Lincoln,Nebraska,68583,$287634.51
253,60,Texas,Rochester,New York,14624,$488370.46
254,97634,Pankratz,El Paso,Texas,79968,$253840.00
255,1210,Kenwood,Houston,Texas,77212,$460288.75
256,9360,Sugar,Tampa,Florida,33680,$94887.33
257,05,Clemons,Columbus,Georgia,31904,$78941.52
258,82,Lunder,Lincoln,Nebraska,68583,$134201.97
259,6561,Quincy,Hayward,California,94544,$203680.34
260,7761,Eliot,Vienna,Virginia,22184,$73768.82
261,62247,Sauthoff,San Francisco,California,94154,$114532.15
262,29387,Coleman,Peoria,Illinois,61605,$167150.22
263,275,Londonderry,Sacramento,California,94280,$156109.35
264,58433,Kropf,Tucson,Arizona,85743,$327210.72
265,34,Clarendon,Louisville,Kentucky,40250,$405018.52
266,670,Carberry,San Francisco,California,94132,$476161.05
267,4799,Harbort,Tacoma,Washington,98411,$228216.95
268,55,Montana,Jefferson City,Missouri,65110,$449289.72
269,2,Eagle Crest,New York City,New York,10165,$84354.18
270,8,Hollow Ridge,Berkeley,California,94705,$146824.90
271,6819,Jana,Dayton,Ohio,45470,$315711.72
272,69,Macpherson,Asheville,North Carolina,28815,$177030.97
273,9311,Mallard,Winston Salem,North Carolina,27105,$186216.31
274,60,Riverside,Springfield,Ohio,45505,$136226.40
275,28118,Melby,Oklahoma City,Oklahoma,73119,$80191.07
276,647,Mariners Cove,Orlando,Florida,32825,$244689.78
277,96397,Boyd,Greeley,Colorado,80638,$215569.35
278,2679,Kim,San Jose,California,95123,$471268.90
279,743,Corscot,Buffalo,New York,14276,$402693.63
280,7870,American Ash,Los Angeles,California,90020,$167362.60
281,256,Moose,Stamford,Connecticut,06922,$142966.05
282,6,Blaine,Roanoke,Virginia,24014,$220933.69
283,93584,Gina,Birmingham,Alabama,35231,$193376.68
284,05576,Fuller,Houston,Texas,77260,$282867.02
285,8,Bluejay,Carlsbad,California,92013,$436476.56
286,45,Corben,Anaheim,California,92825,$152898.64
287,3229,Myrtle,Chicago,Illinois,60614,$88214.66
288,6520,Milwaukee,Dallas,Texas,75265,$189051.45
289,892,Melvin,Albany,New York,12232,$379735.74
290,1,Kings,Berkeley,California,94712,$486384.02
291,4251,Glacier Hill,Pittsburgh,Pennsylvania,15230,$425320.19
292,5837,Mcbride,Roanoke,Virginia,24040,$270733.11
293,91,Haas,Little Rock,Arkansas,72215,$113511.26
294,607,Fieldstone,Rochester,New York,14604,$472647.78
295,011,Ridgeway,Saint Paul,Minnesota,55123,$320635.59
296,5,Steensland,Lubbock,Texas,79452,$325056.23
297,319,Dawn,Philadelphia,Pennsylvania,19109,$149561.08
298,3752,Crowley,New York City,New York,10029,$189974.43
299,6137,Sloan,Palmdale,California,93591,$432370.96
300,108,Graceland,New York City,New York,10090,$163571.46
301,58643,Butternut,Tampa,Florida,33694,$433146.47
302,411,Hollow Ridge,Palatine,Illinois,60078,$125148.05
303,011,Logan,Tulsa,Oklahoma,74170,$314143.15
304,63,Oak Valley,Saint Augustine,Florida,32092,$294748.69
305,11618,Nancy,New York City,New York,10260,$361528.69
306,6,Holmberg,Richmond,Virginia,23242,$386684.11
307,4,Tony,Pittsburgh,Pennsylvania,15255,$118616.94
308,52418,Arrowood,Erie,Pennsylvania,16565,$153290.67
309,6,Ridge Oak,San Jose,California,95150,$89248.64
310,7034,Farmco,Tampa,Florida,33673,$229725.68
311,2660,Banding,Los Angeles,California,90020,$323383.80
312,4582,3rd,Great Neck,New York,11024,$172155.32
313,323,Ramsey,San Francisco,California,94105,$378131.47
314,05759,Gerald,Washington,District of Columbia,20404,$422466.42
315,1,Fairview,Miami,Florida,33169,$394014.38
316,485,Westend,Orange,California,92862,$314769.59
317,3485,Westerfield,Bloomington,Indiana,47405,$50696.77
318,3839,Reinke,New Orleans,Louisiana,70160,$212655.78
319,31916,Brickson Park,Louisville,Kentucky,40215,$183522.71
320,9202,Dorton,Newport News,Virginia,23605,$296068.22
321,37144,Autumn Leaf,Lubbock,Texas,79410,$194549.31
322,5652,Loeprich,Galveston,Texas,77554,$172209.47
323,9,Del Mar,Charlotte,North Carolina,28225,$382042.61
324,945,Crowley,Panama City,Florida,32405,$424147.28
325,145,Hagan,Peoria,Illinois,61656,$206414.00
326,99,Village Green,Tucson,Arizona,85754,$153123.75
327,150,Di Loreto,Las Vegas,Nevada,89140,$390908.96
328,905,Algoma,Honolulu,Hawaii,96820,$385303.60
329,09,Macpherson,Brooklyn,New York,11241,$332354.84
330,95010,Trailsway,Springfield,Missouri,65898,$428651.60
331,28,Stephen,Washington,District of Columbia,20046,$375972.25
332,59,Canary,Cape Coral,Florida,33915,$493297.31
333,5,Lotheville,Troy,Michigan,48098,$287515.71
334,4,Burrows,San Diego,California,92153,$159407.56
335,4204,Bartelt,Newton,Massachusetts,02162,$466702.51
336,3516,Westport,Dallas,Texas,75310,$317122.40
337,083,Pierstorff,Arvada,Colorado,80005,$452667.25
338,51160,Reindahl,Young America,Minnesota,55557,$269749.25
339,0554,Annamark,East Saint Louis,Illinois,62205,$323112.76
340,16211,Lillian,South Lake Tahoe,California,96154,$314608.64
341,420,Kennedy,Clearwater,Florida,33763,$98714.01
342,5624,Manley,Washington,District of Columbia,20546,$271371.56
343,1,Tomscot,Glendale,Arizona,85311,$95689.33
344,944,Melrose,San Francisco,California,94110,$375694.32
345,66075,Elka,Memphis,Tennessee,38104,$175896.87
346,03048,1st,Las Vegas,Nevada,89155,$438605.97
347,909,Waywood,Los Angeles,California,90035,$490952.21
348,73268,Reinke,Baltimore,Maryland,21282,$497244.10
349,3,Sugar,Monticello,Minnesota,55565,$290322.39
350,7089,Dennis,Detroit,Michigan,48211,$314927.75
351,3,Declaration,Pittsburgh,Pennsylvania,15225,$452374.67
352,760,Sage,Little Rock,Arkansas,72222,$172520.58
353,49,Arapahoe,Santa Cruz,California,95064,$309039.61
354,87,Morning,Charlotte,North Carolina,28215,$363682.62
355,643,Coleman,Stockton,California,95205,$87416.86
356,7,Bobwhite,Columbus,Ohio,43210,$184966.74
357,7353,Dixon,Saint Paul,Minnesota,55114,$239925.44
358,8187,Randy,Pinellas Park,Florida,34665,$60521.55
359,20,Parkside,Portland,Oregon,97271,$169402.95
360,73,Bayside,Baltimore,Maryland,21265,$264513.38
361,97,Lotheville,Oklahoma City,Oklahoma,73124,$250177.59
362,6927,Fulton,Athens,Georgia,30605,$98785.21
363,6670,Crescent Oaks,Miami,Florida,33190,$125510.82
364,77,Ludington,Kansas City,Missouri,64190,$448892.48
365,4,Summerview,Chicago,Illinois,60630,$445850.90
366,9582,Hauk,Tampa,Florida,33661,$280800.98
367,5383,Amoth,Decatur,Georgia,30089,$333212.39
368,2,Spaight,Cumming,Georgia,30130,$132828.28
369,43888,Bobwhite,Charlotte,North Carolina,28205,$53235.79
370,56919,Sutherland,Austin,Texas,78789,$187858.78
371,56,Erie,Boston,Massachusetts,02119,$251779.45
372,54,Gina,Long Beach,California,90810,$61665.19
373,181,Waxwing,Minneapolis,Minnesota,55458,$194112.62
374,7628,Fieldstone,Rochester,New York,14614,$461054.08
375,26,Green,San Diego,California,92165,$69964.06
376,1,Reindahl,Anderson,South Carolina,29625,$397369.53
377,50188,Northview,Los Angeles,California,90101,$393218.27
378,36,Glacier Hill,Asheville,North Carolina,28815,$194049.78
379,50083,Annamark,El Paso,Texas,88546,$484878.92
380,6157,Memorial,Ogden,Utah,84403,$473084.68
381,75153,Mallard,Richmond,California,94807,$65326.61
382,039,Eastlawn,Naples,Florida,33963,$144557.80
383,580,Eagan,Phoenix,Arizona,85040,$65098.49
384,62,Towne,Tucson,Arizona,85754,$250100.61
385,899,Kenwood,Erie,Pennsylvania,16565,$333966.45
386,08125,Kensington,Des Moines,Iowa,50981,$213382.38
387,8,Reindahl,Homestead,Florida,33034,$252522.24
388,10,Logan,Philadelphia,Pennsylvania,19160,$352875.91
389,82601,Heffernan,Buffalo,New York,14215,$208958.46
390,0,Morningstar,Boston,Massachusetts,02216,$164815.09
391,00128,Haas,Alexandria,Virginia,22301,$271080.78
392,63,Union,Chula Vista,California,91913,$58358.44
393,930,Northport,Garden Grove,California,92645,$493025.90
394,335,School,Sacramento,California,95813,$357619.27
395,586,Northwestern,Washington,District of Columbia,20470,$462550.09
396,06727,Warrior,Fort Lauderdale,Florida,33330,$94418.77
397,03570,Maple Wood,Washington,District of Columbia,20530,$76507.34
398,53927,Cordelia,Salt Lake City,Utah,84199,$447004.14
399,15,Mandrake,Pasadena,California,91125,$163791.31
400,4,Stone Corner,Green Bay,Wisconsin,54305,$169579.55
401,072,Roth,Albany,New York,12232,$159161.19
402,13029,Dakota,Homestead,Florida,33034,$466157.30
403,3,Schlimgen,Philadelphia,Pennsylvania,19104,$248395.85
404,7881,Stuart,Detroit,Michigan,48267,$262969.74
405,56,Dovetail,Billings,Montana,59105,$107212.62
406,3011,Laurel,Portsmouth,New Hampshire,03804,$396178.03
407,18834,Nancy,Austin,Texas,78732,$213678.31
408,4236,Northport,Washington,District of Columbia,20540,$470327.51
409,194,Little Fleur,Austin,Texas,78764,$60690.76
410,982,Forest,Pittsburgh,Pennsylvania,15235,$215718.76
411,90600,Express,Savannah,Georgia,31410,$391096.10
412,53,Roxbury,Richmond,California,94807,$232386.42
413,68065,Talisman,Tucson,Arizona,85737,$419818.35
414,351,Thompson,Wilkes Barre,Pennsylvania,18763,$77669.35
415,31,Bellgrove,Springfield,Massachusetts,01105,$302558.19
416,2,Susan,Boise,Idaho,83757,$223336.60
417,2653,North,Tuscaloosa,Alabama,35487,$383000.30
418,6,Granby,New York City,New York,10090,$193448.55
419,1623,Oakridge,Lexington,Kentucky,40581,$204244.12
420,4,Mcbride,Detroit,Michigan,48258,$107113.85
421,9,Welch,Fresno,California,93740,$164602.91
422,268,Corry,Syracuse,New York,13210,$120166.98
423,358,Ronald Regan,Honolulu,Hawaii,96850,$84718.83
424,832,Fairview,Newark,New Jersey,07104,$189559.99
425,2086,Nelson,Miami,Florida,33111,$163805.71
426,08469,Lyons,El Paso,Texas,88558,$459183.15
427,6,Transport,Modesto,California,95354,$424427.30
428,612,Burrows,Houston,Texas,77245,$296678.61
429,91,Sheridan,Greensboro,North Carolina,27425,$453492.62
430,54,Fieldstone,Jacksonville,Florida,32204,$351835.77
431,7,Mcbride,Newark,New Jersey,07188,$197489.98
432,5749,Victoria,Temple,Texas,76505,$438130.87
433,904,Colorado,Aurora,Colorado,80044,$361618.88
434,756,Jenifer,Carol Stream,Illinois,60351,$339891.47
435,79,Burrows,Kansas City,Kansas,66112,$390895.96
436,203,Ilene,Warren,Michigan,48092,$278979.99
437,2122,Cascade,Indianapolis,Indiana,46216,$323650.53
438,10,Namekagon,Austin,Texas,78721,$342147.66
439,62,Green,Minneapolis,Minnesota,55448,$279834.49
440,0217,Cherokee,Glendale,California,91210,$355559.65
441,57,Tomscot,Mesa,Arizona,85215,$152526.09
442,11257,Pine View,San Antonio,Texas,78205,$179381.57
443,92174,Haas,Brea,California,92822,$368333.58
444,6057,Starling,Pueblo,Colorado,81010,$388443.44
445,77,Drewry,Oakland,California,94611,$220814.70
446,746,Memorial,Seattle,Washington,98115,$51977.95
447,7,Prentice,Pittsburgh,Pennsylvania,15274,$223621.96
448,19,Chive,Seattle,Washington,98195,$470434.99
449,7,Buhler,Trenton,New Jersey,08603,$368911.91
450,63107,High Crossing,Jersey City,New Jersey,07305,$384013.70
451,750,Reinke,Henderson,Nevada,89074,$316112.57
452,81977,Dwight,Little Rock,Arkansas,72204,$487957.18
453,96772,Cody,Rochester,New York,14652,$159323.66
454,68682,Merchant,Concord,California,94522,$325809.64
455,5961,Glacier Hill,Kansas City,Missouri,64149,$286092.39
456,95,Division,Fort Myers,Florida,33906,$299393.03
457,42054,Cherokee,Manchester,New Hampshire,03105,$302970.27
458,96742,Melvin,Reading,Pennsylvania,19610,$399728.81
459,96,Brickson Park,Fort Wayne,Indiana,46862,$60834.86
460,462,Atwood,Houston,Texas,77085,$490580.69
461,90,Bluestem,Buffalo,New York,14225,$259558.11
462,42,Birchwood,Jacksonville,Florida,32244,$322522.50
463,656,Merrick,Richmond,California,94807,$454981.14
464,3380,Hoffman,Philadelphia,Pennsylvania,19178,$225543.30
465,22,Red Cloud,Pueblo,Colorado,81005,$55551.86
466,4,Sutherland,Rochester,New York,14614,$382608.56
467,16342,Fulton,Tyler,Texas,75705,$63929.86
468,90,Mosinee,Houston,Texas,77080,$414904.27
469,2060,Arkansas,Austin,Texas,78789,$190321.83
470,9,Lakeland,Arlington,Texas,76004,$229243.47
471,762,Truax,Hampton,Virginia,23668,$341462.73
472,12,Ridgeway,Orlando,Florida,32813,$297226.68
473,656,Schurz,Birmingham,Alabama,35215,$152567.35
474,631,Sommers,Lexington,Kentucky,40505,$91299.86
475,09,Sachtjen,Chula Vista,California,91913,$279623.20
476,3,Bartillon,Kansas City,Missouri,64149,$82968.28
477,464,Brickson Park,Tampa,Florida,33647,$68594.52
478,920,Kenwood,Albany,Georgia,31704,$444841.32
479,3737,Porter,San Antonio,Texas,78230,$59050.11
480,68,John Wall,Madison,Wisconsin,53716,$383915.89
481,2,Brentwood,Sacramento,California,94273,$196265.81
482,67436,Namekagon,Jamaica,New York,11431,$455322.87
