id,number,street,city,state,postalCode,price
282,8183,Dennis,Sioux Falls,South Dakota,57105,$441705.10
283,76,Knutson,Gary,Indiana,46406,$127170.25
284,8632,Schiller,Sacramento,California,94297,$312048.56
285,0069,Shelley,Texarkana,Texas,75507,$51978.56
286,79130,Ryan,Washington,District of Columbia,56944,$204711.13
287,24139,Longview,Lake Charles,Louisiana,70616,$475794.05
288,96,Bartelt,Bradenton,Florida,34282,$234347.63
289,8,Sage,Salt Lake City,Utah,84105,$102401.39
290,362,Crest Line,Winston Salem,North Carolina,27157,$76460.54
291,3335,Southridge,Kent,Washington,98042,$487658.41
292,46,Truax,Houston,Texas,77080,$211972.03
293,2,Loomis,Metairie,Louisiana,70005,$165709.77
294,5,North,Mesa,Arizona,85215,$298579.27
295,7,Di Loreto,Bozeman,Montana,59771,$191783.39
296,44867,Green Ridge,Lake Charles,Louisiana,70607,$480502.03
297,75,Granby,Richmond,Virginia,23242,$373106.09
298,181,Hallows,Houston,Texas,77080,$360146.52
299,6,Cottonwood,New York City,New York,10099,$91546.35
300,1,David,Omaha,Nebraska,68144,$387981.39
301,86,Oriole,Washington,District of Columbia,20470,$198242.02
302,67,Rieder,Rochester,New York,14652,$132675.23
303,60976,Sloan,Green Bay,Wisconsin,54305,$273128.90
304,448,Almo,Atlanta,Georgia,31136,$441993.19
305,38,Tony,Omaha,Nebraska,68124,$307685.24
306,5,Hanson,Dallas,Texas,75387,$147595.05
307,2160,Schlimgen,Fayetteville,North Carolina,28305,$55131.29
308,8,Springs,Richmond,Virginia,23213,$290900.63
309,9,Welch,Saint Cloud,Minnesota,56372,$268404.06
310,8,Browning,Tucson,Arizona,85748,$143762.20
311,1046,Carioca,Houston,Texas,77271,$215167.56
312,7,Miller,Washington,District of Columbia,20260,$353035.57
313,9,Bultman,Palm Bay,Florida,32909,$491259.10
314,0,Banding,Dallas,Texas,75241,$497497.54
315,6,Welch,Tallahassee,Florida,32399,$179106.17
316,95,Coolidge,Houston,Texas,77250,$239051.56
317,98,Russell,Prescott,Arizona,86305,$347699.40
318,95624,Swallow,Sacramento,California,95823,$401945.45
319,9459,Porter,Kansas City,Kansas,66160,$499980.08
320,0205,Browning,Iowa City,Iowa,52245,$446401.57
321,152,Cardinal,Erie,Pennsylvania,16565,$186762.57
322,3,Dixon,New Brunswick,New Jersey,08922,$386172.32
323,7,Merrick,Pasadena,California,91199,$62862.23
324,39,Evergreen,Boston,Massachusetts,02216,$354782.26
325,923,Schlimgen,Charlotte,North Carolina,28235,$80682.67
326,75880,Katie,Clearwater,Florida,33763,$258943.19
327,7240,Lotheville,Olympia,Washington,98506,$196641.46
328,46597,Randy,Seattle,Washington,98104,$114155.65
329,133,Colorado,Birmingham,Alabama,35244,$126494.06
330,6,Debs,Honolulu,Hawaii,96805,$159264.63
331,0,Butternut,Philadelphia,Pennsylvania,19141,$299063.57
332,5,Clove,Madison,Wisconsin,53779,$387190.44
333,6,Hoard,Bowie,Maryland,20719,$54746.83
334,3833,Burrows,Midland,Texas,79705,$205637.39
335,3,West,Shreveport,Louisiana,71137,$361022.21
336,73,Donald,Hamilton,Ohio,45020,$422617.56
337,168,Stuart,San Francisco,California,94116,$403675.47
338,15879,Talmadge,Chattanooga,Tennessee,37450,$259946.52
339,49112,Melvin,Mount Vernon,New York,10557,$484065.07
340,0357,Roth,North Las Vegas,Nevada,89087,$305784.36
341,5,Saint Paul,Philadelphia,Pennsylvania,19160,$438414.71
342,32853,Old Gate,Berkeley,California,94705,$274584.66
343,2,Kropf,Jefferson City,Missouri,65105,$247416.53
344,85767,Cottonwood,Amarillo,Texas,79188,$369255.13
345,01455,Harper,Hartford,Connecticut,06152,$400297.62
346,5,Bayside,Olympia,Washington,98516,$400447.63
347,9319,Division,San Antonio,Texas,78265,$369069.28
348,851,Golf,Houston,Texas,77218,$180107.70
349,0207,Eastwood,Fort Worth,Texas,76110,$143057.18
350,1,Sutteridge,Washington,District of Columbia,20436,$415285.49
351,61750,Bultman,Largo,Florida,34643,$360055.09
352,0070,Haas,Lakeland,Florida,33811,$313752.06
353,79435,Cody,Newark,Delaware,19714,$87116.10
354,91,Summerview,Fresno,California,93740,$281590.31
355,6,Hintze,Des Moines,Iowa,50305,$324247.23
356,1148,Merrick,Santa Barbara,California,93111,$490230.37
357,268,Village Green,Frederick,Maryland,21705,$308884.20
358,34478,Center,New York City,New York,10039,$344382.36
359,78,Northridge,San Bernardino,California,92410,$53803.67
360,7901,Derek,Davenport,Iowa,52804,$221658.13
361,5230,Londonderry,Cleveland,Ohio,44177,$488728.73
362,75204,Vahlen,Minneapolis,Minnesota,55423,$352100.18
363,7330,Arrowood,Jacksonville,Florida,32204,$217200.03
364,25,Gale,Kansas City,Missouri,64193,$420733.88
365,64,Sycamore,Aurora,Colorado,80044,$133469.95
366,03204,Bultman,El Paso,Texas,88563,$457290.29
367,163,Main,San Antonio,Texas,78296,$420206.92
368,05945,High Crossing,Merrifield,Virginia,22119,$61630.97
369,1574,Little Fleur,Daytona Beach,Florida,32123,$112580.05
370,5797,Dwight,Los Angeles,California,90060,$70711.21
371,5884,Bellgrove,Saint Augustine,Florida,32092,$58972.10
372,58,Hazelcrest,San Mateo,California,94405,$174819.55
373,7,Dovetail,Monticello,Minnesota,55590,$196635.28
374,7,Oak Valley,Port Saint Lucie,Florida,34985,$52790.34
375,481,Londonderry,Charlotte,North Carolina,28256,$452735.24
376,32034,Bluejay,El Paso,Texas,88574,$205213.81
377,4208,Blaine,Harrisburg,Pennsylvania,17126,$419967.94
378,4,Daystar,Lake Worth,Florida,33462,$476211.14
379,59978,Troy,Las Vegas,Nevada,89130,$304865.82
380,6036,Caliangt,Springfield,Illinois,62764,$57402.71
381,97862,Morningstar,Salt Lake City,Utah,84130,$496659.55
382,8922,Heffernan,Portland,Oregon,97201,$305238.97
383,10323,Hoepker,San Antonio,Texas,78225,$118647.66
384,150,Cardinal,Charlotte,North Carolina,28225,$231771.93
385,6,Prairie Rose,Hollywood,Florida,33028,$67746.75
386,83142,Cody,Fort Smith,Arkansas,72916,$221861.34
387,3512,Westridge,Los Angeles,California,90094,$180867.60
388,308,Brown,Humble,Texas,77346,$397383.03
389,99411,Sloan,Columbus,Ohio,43268,$162941.33
390,6350,Magdeline,Oakland,California,94627,$451587.81
391,52847,Mallard,Columbus,Ohio,43210,$424575.78
392,2,Montana,Salt Lake City,Utah,84145,$355621.09
393,7901,Lawn,Louisville,Kentucky,40250,$168028.23
394,290,Manitowish,Bradenton,Florida,34205,$262003.32
395,94,Forest Run,Des Moines,Iowa,50369,$455368.83
396,747,Buena Vista,Charlotte,North Carolina,28256,$253771.77
397,1,Maywood,Spartanburg,South Carolina,29305,$69901.91
398,65,Hanson,Minneapolis,Minnesota,55402,$248454.78
399,664,Division,Orlando,Florida,32819,$233557.86
400,8475,Manitowish,Tampa,Florida,33615,$222796.09
401,106,Vidon,Wichita Falls,Texas,76305,$478739.61
402,94,Atwood,Honolulu,Hawaii,96825,$271587.23
403,33,Brickson Park,Akron,Ohio,44321,$466160.94
404,3819,Oxford,Huntington,West Virginia,25770,$391934.66
405,661,Weeping Birch,Phoenix,Arizona,85083,$204460.81
406,0,Melby,Las Vegas,Nevada,89130,$193878.55
407,049,Scott,San Antonio,Texas,78215,$339552.04
408,782,Mockingbird,Philadelphia,Pennsylvania,19120,$239075.15
409,14373,Morningstar,Southfield,Michigan,48076,$362382.59
410,2,Chive,Houston,Texas,77228,$116128.18
411,09503,Vera,Evansville,Indiana,47719,$174821.52
412,4346,Magdeline,Charleston,West Virginia,25356,$129508.38
413,6,Lerdahl,Fort Lauderdale,Florida,33320,$493903.64
414,41,Moulton,Charlotte,North Carolina,28220,$415622.68
415,992,Nova,San Antonio,Texas,78296,$267799.91
416,3376,Miller,Newport News,Virginia,23605,$176286.28
417,52,Beilfuss,Amarillo,Texas,79182,$359513.98
418,73477,Nevada,Cheyenne,Wyoming,82007,$349122.54
419,46650,Dryden,Fort Myers,Florida,33906,$446806.16
420,8,Bunker Hill,Ventura,California,93005,$242373.48
421,89,Kennedy,Denver,Colorado,80249,$343734.40
422,2567,Saint Paul,Grand Rapids,Michigan,49505,$175808.30
423,7812,Burning Wood,Pittsburgh,Pennsylvania,15230,$166042.65
424,8,7th,Salt Lake City,Utah,84115,$379136.92
425,3209,Westridge,Lawrenceville,Georgia,30245,$153245.10
426,8969,Clemons,Sacramento,California,94263,$348080.30
427,9637,Bultman,Modesto,California,95354,$174293.91
428,05,Mosinee,Huntington,West Virginia,25709,$221415.23
429,8,Fallview,York,Pennsylvania,17405,$404839.00
430,9928,Mcguire,Jamaica,New York,11499,$85842.38
431,89,Hayes,Stockton,California,95205,$214682.71
432,0,Havey,Louisville,Kentucky,40256,$346217.07
433,98311,Tennyson,Cleveland,Ohio,44111,$300360.28
434,17589,Gerald,Melbourne,Florida,32941,$198404.85
435,656,Lighthouse Bay,Warren,Ohio,44485,$89976.99
436,054,Columbus,Sterling,Virginia,20167,$206666.01
437,35,Badeau,Kansas City,Missouri,64193,$161655.79
438,97806,Manufacturers,El Paso,Texas,79911,$476960.40
439,07650,Pennsylvania,Louisville,Kentucky,40205,$209861.64
440,8599,Cardinal,Athens,Georgia,30610,$433126.14
441,96457,Merchant,Littleton,Colorado,80126,$155894.81
442,0041,Randy,Stockton,California,95210,$258845.38
443,1,Pepper Wood,Lafayette,Louisiana,70593,$393924.44
444,464,Carberry,Saint Joseph,Missouri,64504,$88828.46
445,91991,Clove,Dallas,Texas,75216,$294274.63
446,867,Emmet,Waterloo,Iowa,50706,$184427.91
447,25665,Westridge,Dallas,Texas,75231,$78792.00
448,584,Forest Run,Roanoke,Virginia,24004,$254482.54
449,105,Chive,San Jose,California,95160,$401853.94
450,30,Dapin,Boston,Massachusetts,02163,$55793.11
451,5228,Elmside,Los Angeles,California,90005,$208755.80
452,88086,Barnett,Albany,New York,12237,$291863.89
453,89259,Rieder,Knoxville,Tennessee,37919,$340490.97
454,751,Summerview,Petaluma,California,94975,$262634.61
455,7304,Sycamore,Washington,District of Columbia,20073,$192513.85
456,523,Buena Vista,Hartford,Connecticut,06145,$173689.60
457,942,Pleasure,Reno,Nevada,89550,$88370.70
458,065,Merchant,Salt Lake City,Utah,84105,$464391.34
459,0,Northfield,Des Moines,Iowa,50335,$137772.09
460,80127,Sauthoff,Tulsa,Oklahoma,74141,$138341.96
461,47,Stang,Springfield,Illinois,62718,$482012.66
462,58180,Transport,Warren,Ohio,44485,$353910.63
463,9650,Algoma,New York City,New York,10115,$250695.48
464,3,Burrows,Anniston,Alabama,36205,$123287.44
465,133,Iowa,Charleston,South Carolina,29411,$256220.97
466,7,Scoville,New York City,New York,10090,$118766.28
467,1,Menomonie,Erie,Pennsylvania,16505,$263483.92
468,5,Rieder,Seattle,Washington,98109,$306030.74
469,3711,Stone Corner,Long Beach,California,90840,$72834.15
470,624,Hoffman,Akron,Ohio,44315,$304621.29
471,6133,Reindahl,Boise,Idaho,83727,$53396.51
472,5,Hayes,Danbury,Connecticut,06816,$236780.84
473,424,Fremont,Las Vegas,Nevada,89105,$290607.15
474,8412,Maryland,Charlotte,North Carolina,28278,$435541.03
475,5648,Westerfield,Madison,Wisconsin,53790,$87091.60
476,5,Mayer,Phoenix,Arizona,85067,$257266.26
477,62369,Hoepker,Sacramento,California,94230,$71491.16
478,5819,Monica,New York City,New York,10079,$71818.76
479,91,Crowley,Eugene,Oregon,97405,$142885.89
480,8,Knutson,Springfield,Ohio,45505,$272636.09
481,10,Monterey,Grand Rapids,Michigan,49544,$386040.78
